user_id,item_id,domain,correct,P_bkt,P_irt,P_final,theta,a,b,c,question_text
u001,1,テキスト処理,0.0,0.4016698384984187,0.05057994101380623,0.2612338795045737,-8.023215854604738,1.0400272572467455,-0.5532381308612081,0.0501786743636807,ファイルの内容を並び替えて表示するためのコマンドはどれですか？
u001,2,テキスト処理,1.0,0.4444056571231402,0.34958403414962874,0.40647700793373565,-8.023215854604738,0.682463553897206,1.0205847998205095,0.3482266658241498,連続した重複行を一つにまとめて出力するコマンドはどれですか？
u001,3,テキスト処理,0.0,0.34121340590785554,0.2785681177705174,0.31615529065292025,-8.023215854604738,0.1994813424936764,-2.2338410626705403,0.0512465287277978,ファイルの先頭の数行だけを表示するコマンドはどれですか？
u001,4,テキスト処理,,0.3888738300974506,0.10613812136126276,0.27577954660297543,-8.023215854604738,0.452192850370221,-1.9025172281397185,0.05,ファイルの末尾20行を表示したいときに最も適切なコマンドはどれですか？
u001,5,テキスト処理,1.0,0.40818944295863885,0.3733174259937028,0.39424063617266447,-8.023215854604738,0.3581205541084709,1.167094881169805,0.35,ファイルの行数や単語数などを表示するコマンドはどれですか？
u001,6,テキスト処理,0.0,0.4094701175937861,0.35036381843878106,0.38582759793178406,-8.023215854604738,0.6989691662463261,1.0794068681502045,0.3492431112884033,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
u001,7,テキスト処理,,0.4358480290151746,0.05118322259133625,0.28198210644563926,-8.023215854604738,1.1160423523394156,-0.302996163668951,0.0510113284473542,ファイルの中から文字列 error を含む行だけを表示するコマンドはどれですか？
u001,8,テキスト処理,1.0,0.4241043924748433,0.2397433901629499,0.3503599915500859,-8.023215854604738,1.1521624836950457,0.3054084948379039,0.239691688870327,ファイル内の文字列 foo を bar に置き換えて画面に表示するコマンドはどれですか？
u001,9,テキスト処理,1.0,0.4358480290151746,0.16411368291494932,0.3271542905750845,-8.023215854604738,1.098622643789188,0.0387688133627325,0.1639946775008914,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
u001,10,テキスト処理,,0.4358480290151746,0.34807237362370697,0.40073776685858753,-8.023215854604738,0.9332886307004984,0.556878659977029,0.3478553547834001,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
u001,31,テキスト処理,0.0,0.36888001928846353,0.3820554190861757,0.3741501792075484,-8.023215854604738,0.1008323788156234,-1.8635188813615708,0.05,小文字を大文字に変換して表示するのに適したコマンドはどれですか？
u001,32,テキスト処理,0.0,0.4016698384984187,0.2397902766677232,0.3369180137661405,-8.023215854604738,1.1565214038471594,0.3359233161873748,0.2397421504903508,sort コマンドで数値として昇順に並び替えるためのオプションを一つ書いてください
u001,33,テキスト処理,,0.4016698384984187,0.3458014943145912,0.37932250082488767,-8.023215854604738,1.073739754159791,0.4794621489037509,0.3457305778435177,sort コマンドで逆順に並び替えるためのオプションはどれですか？
u001,34,テキスト処理,0.0,0.4094701175937861,0.3499541156492321,0.3856637168159645,-8.023215854604738,0.859166863243749,0.8182589460486731,0.3496275940632618,cut コマンドで区切り文字としてコロンを指定するためのオプションと記述として正しいものはどれですか？
u001,35,テキスト処理,0.0,0.4094701175937861,0.05588628935614031,0.2680365862987278,-8.023215854604738,0.8012638738075616,-1.6862013299318408,0.05,cut コマンドで2列目と4列目を取り出す指定を一つ書いてください
u001,36,テキスト処理,0.0,0.37696503377414314,0.12967054137187278,0.278047236813235,-8.023215854604738,0.3982478609698921,-2.019487614427815,0.05,ファイルから1列目だけを表示する awk のコマンドとして最も適切なものはどれですか？
u001,37,テキスト処理,0.0,0.4200228291203565,0.20993911666138462,0.33598934413676773,-8.023215854604738,1.0039439584498444,0.0135579899776988,0.2096916205816828,複数ファイルの対応する行を横に結合して表示するコマンドはどれですか？
u001,38,テキスト処理,,0.3888738300974506,0.3496127815466737,0.3731694106771398,-8.023215854604738,0.9226370944448022,0.8091595357543715,0.3494248183806945,各行の先頭に行番号を付けて表示するコマンドはどれですか？
u001,39,テキスト処理,0.0,0.4468063859102125,0.35020135250486123,0.408164372548072,-8.023215854604738,0.930532411149404,0.6592981518272404,0.35,大きなファイルを一定行数ごとに分割するコマンドはどれですか？
u001,40,テキスト処理,1.0,0.4002998048394618,0.07312516811915104,0.2694299501513375,-8.023215854604738,0.6073122355469918,-1.9051921954386215,0.0505631493757815,ファイルの重複行を削除しつつ並び替えて表示したいときに最も適切なコマンドはどれですか？
u001,41,テキスト処理,,0.40818944295863885,0.06206604218096325,0.2697400826475686,-8.023215854604738,0.7006800109923553,-1.8027718852423409,0.0500632561719998,ファイル file.txt の行数だけを表示したいときに使用するコマンドを一つ書いてください
u001,42,テキスト処理,,0.4358480290151746,0.05027736215898084,0.2816197622726971,-8.023215854604738,1.1657463048681462,-0.4056596386134672,0.0501452320316818,grep でパターンに一致しない行だけを表示するオプションとして正しいものはどれですか？
u001,43,テキスト処理,0.0,0.4241043924748433,0.34861259327659144,0.3939076727955425,-8.023215854604738,1.0368329092223791,0.638960273986181,0.3485306825000913,sed で1行目から5行目だけを表示するコマンドを一つ書いてください
u001,44,テキスト処理,0.0,0.4297126632846955,0.051136067507381276,0.2782820249737698,-8.023215854604738,1.0793029960622649,-1.044048181287014,0.0506281169536847,正規表現で任意の1文字を表すメタ文字を一つ書いてください
u001,45,テキスト処理,0.0,0.4297126632846955,0.15001505497388057,0.3178336199603695,-8.023215854604738,1.065264920139503,-0.0153629374290512,0.1498473025679224,正規表現で0文字以上の繰り返しを表すメタ文字を一つ書いてください
u001,21,ファイルの操作,1.0,0.43152052189778206,0.3568706137953767,0.40166055865681993,-3.4535425768015195,1.0697216624638548,0.5295387259103568,0.3477953034823188,ファイル file1 を file2 としてコピーするコマンドはどれですか？
u001,22,ファイルの操作,0.0,0.4254926527780713,0.3664718163773376,0.4018843182177778,-3.4535425768015195,0.7962072738754883,1.0426979919548598,0.3488107064749108,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
u001,23,ファイルの操作,0.0,0.3389198054956679,0.48947983447920446,0.39914381708908253,-3.4535425768015195,0.1026929218164086,-1.9855890909081373,0.0503998006883308,ファイル tmp.txt を削除するコマンドはどれですか？
u001,24,ファイルの操作,1.0,0.42921760764494266,0.3089863485019211,0.381125103987734,-3.4535425768015195,1.0424911611236845,0.3008292645296213,0.2951919842727252,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
u001,25,ファイルの操作,0.0,0.42089333710769583,0.355107380031485,0.39457895427721146,-3.4535425768015195,0.9518487234127664,0.8038707890492959,0.3438989032788987,空のディレクトリ dir1 を削除するコマンドはどれですか？
u001,26,ファイルの操作,0.0,0.4144088317395783,0.3554722051286358,0.3908341810952013,-3.4535425768015195,1.027306145433118,0.877079112656237,0.3479365658283495,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
u001,27,ファイルの操作,1.0,0.39133797217327293,0.46689783379548017,0.4215619168221558,-3.4535425768015195,0.1715407819898208,-2.012233998787866,0.0505713011228782,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
u001,28,ファイルの操作,0.0,0.46704471238440226,0.3204445391322344,0.40840464308353513,-3.4535425768015195,0.6896032748574573,-2.1173976972005453,0.0500102984975647,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
u001,29,ファイルの操作,,0.38574810470997556,0.4772575729934438,0.4223518920233629,-3.4535425768015195,0.1518636754539421,-2.105099955825569,0.0513129270154389,ルートディレクトリから名前が foo.txt のファイルを探すコマンドはどれですか？
u001,30,ファイルの操作,0.0,0.39458534301464826,0.49090409307848926,0.43311284304018466,-3.4535425768015195,0.1073733683056934,-2.0907417155781194,0.0511094479962337,空のファイルを新規作成するときに使えるコマンドを一つ書いてください
u001,55,ファイルの操作,1.0,0.4255359982962038,0.3664349767591938,0.4018955896813998,-3.4535425768015195,0.8205950089783871,0.9968267317979,0.35,既存ファイル file.txt に対してシンボリックリンク link.txt を作成するコマンドとして最も適切なものはどれですか？
u001,56,ファイルの操作,1.0,0.4889206899871147,0.3750290815817948,0.44336404662498674,-3.4535425768015195,0.6917629922274546,1.1978578915708178,0.35,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
u001,57,ファイルの操作,1.0,0.4889206899871147,0.3531448835720225,0.43461036742107784,-3.4535425768015195,1.1217515603622754,0.6710213993444847,0.3468143390047771,tar で gzip 圧縮されたアーカイブ archive.tar.gz を展開するコマンドを一つ書いてください
u001,58,ファイルの操作,0.0,0.35293056458950633,0.48836888103801956,0.4071058911689116,-3.4535425768015195,0.1,-1.9081111316250097,0.05,ファイル file.txt を gzip 形式で圧縮し file.txt.gz を作成するコマンドとして最も適切なものはどれですか？
u001,59,ファイルの操作,1.0,0.46704471238440226,0.3693401364297727,0.42796288200255045,-3.4535425768015195,0.7790113328622363,1.0195427076597017,0.35,chmod で所有者に読み書き実行権限グループに読み実行その他に読み取りのみを与えるモードを数字で一つ書いてください
u001,60,ファイルの操作,1.0,0.34997684690038056,0.4895244910620245,0.4057959045650381,-3.4535425768015195,0.1013406771435694,-1.9768480685864889,0.05,指定したファイルの種類を判定して表示するコマンドはどれですか？
u001,11,標準入出力操作,0.0,0.464307831277156,0.656925180940272,0.5413547711424024,1.8410954006927491,0.1422354293867277,-2.1653142902624247,0.0503662086507791,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
u001,12,標準入出力操作,,0.43357604637934755,0.9614365354635498,0.6447202420130285,1.8410954006927491,0.829117898655936,-1.973357464046187,0.0500779316348271,標準出力と標準エラー出力の両方を同じファイル out.log にリダイレクトするコマンドとして正しいものはどれですか？
u001,13,標準入出力操作,0.0,0.5150937955089232,0.8667866105479262,0.6557709215245244,1.8410954006927491,1.0968764693386208,0.5904174361395257,0.341580117945256,シェルのヒアドキュメントで使用するリダイレクト記号を一つ書いてください
u001,14,標準入出力操作,1.0,0.43357604637934755,0.6233382520717534,0.5094809286563099,1.8410954006927491,0.1033400070819127,-2.2243997333365555,0.05,既存のファイルに出力を追記するためのリダイレクト記号を一つ書いてください
u001,15,標準入出力操作,0.0,0.464307831277156,0.9689663287414302,0.6661712302628657,1.8410954006927491,0.9083672092744244,-1.8887112461285136,0.0501310748555219,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
u001,16,標準入出力操作,1.0,0.6051300911088866,0.8112236220847149,0.6875675034992179,1.8410954006927491,0.8575694575015972,0.7926213444899509,0.3473081068131021,xargs コマンドの説明として正しいものはどれですか？
u001,17,標準入出力操作,1.0,0.5057981245078723,0.830589041894734,0.635714491462617,1.8410954006927491,0.3784364338654484,-2.1958344823811067,0.05,tee コマンドの説明として正しいものはどれですか？
u001,18,標準入出力操作,1.0,0.6154900056424739,0.743791523114733,0.6668106126313775,1.8410954006927491,0.5299570793124306,1.0208548894285594,0.3480806834805627,標準入力を表すファイルディスクリプタ番号はどれですか？
u001,19,標準入出力操作,0.0,0.43357604637934755,0.85783130864996,0.6032781512875925,1.8410954006927491,0.425267436712484,-2.2437737531547293,0.0501430592306963,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
