user_id,item_id,domain,L2_tier,correct,P_bkt_L2,P_bkt_L2_tier,P_bkt,P_irt,P_final,theta,a,b,c,question_text
u001,1,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9999758341557136,0.8806528799432327,9.245839325258427,1.1154903812173775,-0.2365575162111993,0.051641198039118,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？
u001,2,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9998945011776386,0.8806122134541952,9.245839325258427,1.0057893014389907,0.5690377053906269,0.3492400193748236,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？
u001,3,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9999631276885312,0.8806465267096415,9.245839325258427,1.0489017742155973,-0.4354143081768685,0.0519297250964802,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください
u001,4,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9999792107713376,0.8806545682510447,9.245839325258427,1.0549076376616389,-0.9254401280891048,0.05,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？
u001,5,基本的なファイル管理,基本的なファイル管理:t1,,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9995732457985107,0.8804515857646312,9.245839325258427,0.8454804512192905,0.5787404422327526,0.35,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？
u001,6,基本的なファイル管理,基本的なファイル管理:t2,,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9999092621256847,0.8703238335889626,9.245839325258427,1.00510848894146,0.4134932167591427,0.3494454797573572,ディレクトリ A を中身ごと確認無しに削除したいときに最も適切なコマンドはどれですか？
u001,7,基本的なファイル管理,基本的なファイル管理:t2,,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9999855916754855,0.8703619983638631,9.245839325258427,1.1721079163343606,-0.2212036076794035,0.05,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？
u001,8,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9999614726543617,0.8806456991925568,9.245839325258427,1.08857668141035,0.097554322776923,0.1857478924744617,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？
u001,9,基本的なファイル管理,基本的なファイル管理:t2,1.0,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9999333921935463,0.8703358986228934,9.245839325258427,1.026407237120382,0.2943384619096204,0.3486455001445267,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？
u001,10,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9998869994797193,0.8806084626052355,9.245839325258427,0.9802501128237442,0.413054929247417,0.3492349294404715,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？
u001,11,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9997314410335792,0.8805306833821656,9.245839325258427,0.7698974396962992,-1.3664390211980266,0.0504729411698893,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？
u001,12,基本的なファイル管理,基本的なファイル管理:t2,1.0,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9999334179941691,0.8703359115232048,9.245839325258427,0.9276876469650808,-1.0654636245897775,0.0500422196007094,echo {A、B、C}.txt の出力として最も適切なものはどれですか？
u001,13,基本的なファイル管理,基本的なファイル管理:t1,1.0,0.7665617660628137,0.7560980853986898,0.7613299257307518,0.9999637170490333,0.8806468213898926,9.245839325258427,1.0844134734111268,-0.0665097679162885,0.1181070732968249,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください
u001,14,基本的なファイル管理,基本的なファイル管理:t2,,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9998332876776183,0.8702858463649294,9.245839325258427,0.8333449589648054,-1.1313423711812791,0.05,ディレクトリ dir1 を archive.tar という名前のアーカイブにまとめるコマンドとして最も適切なものはどれですか？
u001,15,基本的なファイル管理,基本的なファイル管理:t2,1.0,0.7665617660628137,0.7149150440416675,0.7407384050522405,0.9999795317784144,0.8703589684153274,9.245839325258427,1.079782842889703,-0.7049118100689108,0.0506380305473883,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください
